session_id,user_id,session_timestamp,cart_value,checkout_status
629a203f-d0a2-4ccc-8cef-cb7211ccea91,dcfe270c-0dc3-46b9-b53b-998d1994706b,2026-03-09 11:15:40.042113,111.32,Completed
ebfdcac3-8f93-494b-9489-5244ee3f6d47,3ad0ec9e-1be7-4852-b9ce-d0117e1926fd,2026-03-09 11:18:17.321675,192.61,Completed
210d27e6-0496-4e72-bc0c-470e081ae40f,6039356d-1b73-4daa-b37a-cdab717febc4,2026-03-09 11:14:43.272376,498.37,Completed
f51ab0ee-9d3d-4f03-9e01-ff500b283fd3,88ff3fe5-88a6-42cf-b89e-055028eb2ac6,2026-03-09 11:15:45.734627,154.03,Abandoned
a0b6d482-c1b5-4579-b51e-44544baaa24e,cd005c5e-390d-4508-91ca-9dd2c28d964d,2026-03-09 11:17:25.585679,324.16,Completed
5ec26d7e-bee5-430c-af02-389ad8534f85,d9f6bfdc-eb39-46ca-8017-2ab97bc6522f,2026-03-09 11:16:09.667111,114.33,Completed
cf3b4faf-6b04-4752-852b-f98c761db81a,499d3cb3-957c-4db9-92d4-fdc57b4d9e85,2026-03-09 11:17:37.214484,356.64,Abandoned
49ab1723-f3a1-44c7-952b-ef5b4c9b9080,f73439a3-bcd1-4ed5-b4e7-b91109e00965,2026-03-09 11:15:54.846772,418.01,Completed
c69beb93-5131-4cc3-8dce-e846e245e168,75c595fe-c7b2-45c5-aa06-6fae2b0009c9,2026-03-09 11:16:40.645861,450.01,Completed
cf8c2580-7280-4312-b75a-07a1498724f4,9bd4a179-3ff4-48e7-9274-a4f7e2ea5d9c,2026-03-09 11:12:43.496778,371.34,Completed
5ad54afe-4092-41b9-a81b-ae9d2d9e2c81,ff4214ff-b73c-4aa4-b391-79ed21142d4b,2026-03-09 11:13:49.043379,489.98,Completed
2136cae9-44a2-465d-a130-19c43ea4f1c4,e5104171-6221-44d2-8cfa-8b351c2dedf4,2026-03-09 11:14:11.179667,484.85,Completed
6b454e3b-c600-43ee-ba72-e8915cbc706b,df05f382-5464-4d73-b132-6ebc85499806,2026-03-09 11:12:55.725112,412.73,Completed
566dd126-2d6a-47ad-b4dc-b8f5b1b5e3ea,179d59ff-0691-4d42-98ca-88133e7697b6,2026-03-09 11:13:50.804719,116.35,Abandoned
e9a07ebe-f671-4d46-bcd0-afde9abc7b8b,2a9263da-319c-4169-90cf-8fce15570ce3,2026-03-09 11:13:03.360515,224.47,Completed
24800fce-92f5-4b4f-b0e2-0cf89bccf718,9ede8da0-3b8a-42e7-a226-53a68f2e2978,2026-03-09 11:14:07.070497,488.82,Abandoned
a5995009-2d5e-488f-b412-88f18cb1e0e7,668c8a96-2efc-4fe3-b410-7831ad61734e,2026-03-09 11:16:15.846400,140.64,Completed
06a5a7b6-eae1-4b7f-a43c-daf6cdb79a21,c73513c0-24e6-456f-b0ca-8a50d1197c0e,2026-03-09 11:14:38.339584,290.86,Completed
0ae2f39b-4e9c-4817-915a-c040fbb52e21,d89f8bf4-a19d-46c9-941e-1e0ea553ed2d,2026-03-09 11:14:40.265148,385.99,Abandoned
f43c8da2-0a65-4290-a6a9-c71f83cac558,d0e056da-2846-4db3-a73b-f8f3b35714a6,2026-03-09 11:13:42.422531,85.47,Abandoned
a53676f8-8172-4ff6-941d-f07c92d9718a,021ee3af-e576-4ffe-a9cb-f798de00d488,2026-03-09 11:14:03.112016,131.85,Abandoned
29d578d4-5eb4-4e92-a149-abff47592fcf,24a96d96-eacf-47b5-a3a7-030951ea666d,2026-03-09 11:18:04.195652,318.03,Completed
6d55e323-8a45-48a4-9c10-23dc0ecc4fcb,412ac51a-ccaa-4a3b-8c95-b8521ca753fc,2026-03-09 11:16:20.292739,80.65,Abandoned
34e37c2b-3fc8-4dff-a602-88d699fdcc5f,c40541b2-a8b2-4847-a5e0-024484919eb9,2026-03-09 11:16:06.287162,310.83,Completed
b6cc2188-c14d-4e07-9040-141a11ad9211,ee4829ca-98ae-40cf-a073-b510fd72db27,2026-03-09 11:13:28.609913,165.48,Completed
61a9e010-a458-4de1-982d-356bec3a710f,111ce403-029a-4cd3-aa84-a95e471c3f5c,2026-03-09 11:16:49.485647,222.66,Completed
4673c319-6813-40c5-90e5-76aa148c290c,b690f1ba-c796-46a2-883f-088ce2522b7d,2026-03-09 11:13:25.824898,485.05,Completed
d3f95b1e-79f5-454c-aa75-03cea1cc96c2,deec1624-c748-4960-b93d-37bad0e13728,2026-03-09 11:14:43.603959,51.29,Abandoned
1093a7fd-831f-431e-95d1-0237e3b3f0a3,c461af70-2203-4d6e-91f4-d510cbb23fea,2026-03-09 11:18:23.228406,220.19,Abandoned
49002c0e-1cf8-4e48-88aa-15f2d20a41c4,9676831b-dcfc-418b-9380-f27909590544,2026-03-09 11:16:17.399914,206.68,Completed
e4a69dcd-5a33-4963-81d4-7f9c7c788deb,598c65e3-6df5-48ee-af37-158d9d8a7e49,2026-03-09 11:15:47.501908,324.13,Completed
5acf1154-9fe2-40cb-9f5f-c89691f43932,29ac8840-91bb-4fdb-ab8c-4196f2dd905e,2026-03-09 11:16:33.461130,472.63,Abandoned
97beb38a-093c-4661-b053-deaa7d1f13b3,013bc5b1-000c-4008-a043-d389427c859a,2026-03-09 11:17:30.426691,487.3,Completed
f38e6a8a-d8af-4122-88f6-869321f9b737,683be9e3-190b-4236-85f4-8248397562a0,2026-03-09 11:17:06.359968,74.13,Completed
ca598c9f-3c79-48eb-84bc-b580f8c8dd91,ce40952e-2d26-4564-8a33-95aa81ad76c4,2026-03-09 11:13:49.457306,17.87,Abandoned
a5d468fc-1003-4774-8454-ad7ed44a58e6,2cc6578c-8ca2-43ee-a5b7-38d77978c826,2026-03-09 11:12:38.556088,181.33,Completed
23ce9d05-a5f8-4180-ab45-05b0dc84275a,731c0083-d8b2-47e5-b171-797aca6810c1,2026-03-09 11:14:20.563097,259.14,Abandoned
fad386d4-a362-4545-8e78-f6281935c6b9,0c03a3ea-1660-44a5-830b-c5f54b42984b,2026-03-09 11:14:03.386715,179.52,Completed
43642bab-7748-411f-a28e-ae31b789ce43,f2db4eaf-d330-484d-a2af-c5efd518df08,2026-03-09 11:13:42.953824,499.32,Abandoned
627cb093-f2a0-44a0-931a-f3545d0c08b9,95124e10-da8f-4378-9ecf-c18abea69cac,2026-03-09 11:18:06.447497,332.75,Abandoned
d33f4a2d-8f30-4997-a96d-a5686ac05ba6,850ca6bc-3d91-49a1-bb13-dc66aa464759,2026-03-09 11:17:42.492346,336.22,Completed
8801a7da-863f-4975-9529-fde6512c7617,d575efbb-dbd1-4066-855a-5651d7ee2c86,2026-03-09 11:14:20.284037,378.38,Abandoned
bc414e8c-e1d1-45fa-83d6-d50a8bad834c,dbc217ae-4ff7-4918-a636-9ce114234243,2026-03-09 11:16:22.957920,288.79,Completed
b4e8558a-1787-4490-b0a3-06d8664cdd29,0e5e0c0e-65c2-456a-b9cb-fb2f7222179e,2026-03-09 11:14:49.427484,22.15,Completed
596cccbe-e6b1-4650-8ee9-fbec017f5729,7af2590a-9537-4a9c-b16b-cb593a473f41,2026-03-09 11:17:56.237132,105.24,Abandoned
1da7eabc-7aa3-4804-9b1d-1e0aa2e5c24e,5c8e2ba8-148f-47c3-8966-e4be6f8c197f,2026-03-09 11:15:12.186667,61.96,Completed
dc457b30-39c6-4206-ab56-7f0b6c56520f,91fa4bfd-4d31-4ef8-b863-51543ff60914,2026-03-09 11:14:02.356860,222.07,Completed
1969479e-ed1e-4464-96b5-0e92fd79083b,bde6ce8a-b596-4cd2-83f1-fe22dd553cd4,2026-03-09 11:13:55.785903,426.68,Completed
26f3f7a8-6e2b-4acd-8761-ea872315bae6,4909161d-f7ba-40be-b320-c1a15f74dc68,2026-03-09 11:15:49.092528,460.3,Completed
9e9a4a75-ebf4-4574-bbd9-59e83599345c,794bd8ed-0a34-4b26-8f3d-bacbe2fbca96,2026-03-09 11:14:01.586979,445.55,Completed
127f8583-e1c7-4695-8262-147ef6124dc8,696070a3-9278-4fca-b908-84962d03d746,2026-03-09 11:15:57.450957,166.43,Completed
7844bf28-512d-417d-9bea-d791b3576d35,bc7c3766-b1be-42ff-bcb8-207357e3062f,2026-03-09 11:17:50.216238,355.82,Completed
1201e06b-4417-47ae-93d9-70cdf69f4f4f,b3861c8a-5df6-45b8-9d73-245a12ecfd3f,2026-03-09 11:14:50.784182,497.18,Abandoned
55a458da-da0d-48c1-ac50-6db971b3fdb6,5a4d3d33-fa69-4b0d-9411-34d39b788fc0,2026-03-09 11:13:45.955473,110.61,Completed
006f8599-031c-4da3-979e-1ab41cf2d544,51611458-9367-42c2-a1b9-8b29aa98f810,2026-03-09 11:18:26.113538,249.26,Completed
7302632b-1cef-4508-ba4f-ecf7d5a7176c,0b48293a-5733-4034-964b-2b37e6bd6952,2026-03-09 11:15:30.429466,84.27,Completed
718847b0-ef01-4bde-92ee-29aec7eac1af,a0bd55eb-90f9-4e7e-9c67-4eb04bc19335,2026-03-09 11:12:59.727388,352.02,Completed
e9bafce0-e425-4957-9b56-0d20a42791d5,7f9f931a-f5c8-4181-8f78-89bfe949d083,2026-03-09 11:12:43.961895,415.85,Abandoned
cf868867-2dfd-4fa8-8a91-0ad3471ab8dd,0e3d86f0-fe2d-4f1c-a495-5db3cf96bf83,2026-03-09 11:13:06.473687,60.97,Completed
e670f7e8-d4af-4929-ab0e-efb341965755,b1d2419c-7ec8-48ef-933e-4a87f69e6b68,2026-03-09 11:16:12.880575,231.58,Completed
c105337d-476a-4420-8b82-992e1e00a721,ff7be8b0-10fb-4249-9395-255898dbef1d,2026-03-09 11:17:12.148571,166.34,Abandoned
7d7db654-9d66-4b05-90a1-d16155fcd521,586c24ea-f9bc-446a-b04b-1f038b6cc649,2026-03-09 11:14:58.977588,223.61,Completed
2dcc3e5b-c8b4-410c-99e4-e7d712a409b8,f509522f-1045-4926-803e-fba7c1404cc7,2026-03-09 11:12:49.869974,341.55,Completed
a244a6a4-9e66-4a8d-bbcf-859c62830601,296cccad-58df-4a45-b0ea-bc6344f6827d,2026-03-09 11:14:44.382943,28.89,Abandoned
b9ad174f-6961-4c79-8d52-651758e8f550,c5879962-36ea-4d4e-beb2-ea4a50efa181,2026-03-09 11:18:25.603697,181.46,Completed
afbb3af1-1803-4f03-88c6-30d8d78bb2a5,261d8022-aebf-4a1f-894a-ef36a82b07cb,2026-03-09 11:15:37.481164,275.45,Completed
2f8781b8-9eee-432f-9638-04928dff5ac2,d33304d7-f5f4-4b3f-909a-662553af3296,2026-03-09 11:18:16.588216,253.13,Completed
6fda6a0f-08dc-4b23-8325-f213fb2df0ed,31cbdd5d-02fc-48b9-b038-405fdeb3efd7,2026-03-09 11:17:36.880693,148.44,Abandoned
eff45747-b23c-4248-ae44-1f3324257ba0,1564da37-d5d0-4679-9904-5c7e4b27620c,2026-03-09 11:12:31.133168,225.42,Completed
3e863178-7a53-401c-a0f5-4904f1403ffe,99e933b4-dc33-4381-b760-e9415775c7a1,2026-03-09 11:16:46.459855,494.04,Completed
f8397647-2a15-4014-835c-5d87a2df78db,63f5dc73-65ea-441e-a07d-c03e147b9652,2026-03-09 11:16:32.415733,299.7,Completed
798616e8-37c7-4ea5-8d69-0981c3f57f98,e5478ede-e341-42e3-9f92-b0f0f07f5b99,2026-03-09 11:15:40.309319,483.02,Completed
c258bd85-fa9b-4652-a4b3-dc7f4fbc1429,d149a09a-a5ab-477b-95f9-34f355dbc455,2026-03-09 11:14:03.057068,231.77,Completed
f52fbb1a-7815-41f3-a24f-b45515c64f20,71fdc625-e237-4fff-a2f2-2ce84543f181,2026-03-09 11:16:17.746248,78.9,Abandoned
f015abdf-a296-49d0-ba90-021980ec0999,03e9adaf-9ec8-416f-8a95-0487dd6e0d46,2026-03-09 11:13:07.158782,252.9,Completed
e7657f45-1145-4ebe-9b10-9999f761cc50,9a56c466-a2d5-4541-ab06-77f30fffd9fe,2026-03-09 11:15:03.515490,499.49,Abandoned
51e2662c-34f5-451e-beb3-3e002406caf0,173342ee-4408-45b8-aca5-65aaaea92877,2026-03-09 11:15:10.340534,472.36,Completed
8ad9d03b-c8dc-4834-b45a-2d187b32ebc6,75acd15f-5610-4113-b8f5-8637a7a9c6df,2026-03-09 11:18:10.373734,29.9,Abandoned
cf7b85b1-4323-41ea-b361-c025343d0b19,4bf73e62-0054-4e5b-9ca8-fb723928aef8,2026-03-09 11:17:42.307059,184.05,Abandoned
a0ba408b-4170-4499-9a55-d075aeb7b633,fc96b49c-680a-40eb-bc6e-8b24e8b57b7e,2026-03-09 11:14:01.820058,109.77,Abandoned
c4378f35-0fdc-4406-a404-ac153f1d1dda,d295da83-1a9f-490c-a743-9fb55b34fc33,2026-03-09 11:15:27.211001,222.21,Abandoned
61b2f915-487e-42dd-b047-700b5a73284b,3c2c2c19-9d5e-4947-8059-8f5b735728f3,2026-03-09 11:13:31.314677,459.82,Abandoned
ddbf51a4-46ec-49a8-b7cb-8412ae777fd2,5d792256-503a-4392-b8b0-ae2b21802a66,2026-03-09 11:17:55.546022,126.52,Abandoned
225507cb-8e96-40d7-b579-39251d41d25e,ac093ee5-7271-45c2-8c66-df9b8757a8f0,2026-03-09 11:17:40.386685,90.11,Completed
32fc4f02-1605-4351-9f9a-345fea03990a,622cf38f-5e98-4fb7-966e-6d32e951ffd4,2026-03-09 11:14:14.440125,197.27,Abandoned
b31e24ae-63cd-4909-968b-35a3a41a1f4d,f0c5652d-a70b-442f-8d39-32b3dea96694,2026-03-09 11:16:17.021818,164.4,Abandoned
ce8370f2-f075-4762-9a04-54ec6974c004,bd483c9a-a68a-4622-8695-89b9799137b8,2026-03-09 11:16:06.229276,380.82,Completed
500772c0-f360-41b1-b976-d28e82482c45,80578bb7-c5de-403a-8791-8775ce2c4c94,2026-03-09 11:13:22.022137,281.77,Completed
dbbca445-c8a2-4e27-8a05-6c759bb1b7ff,61261eeb-942b-4a65-8df7-8e65355e2c22,2026-03-09 11:17:01.503888,50.98,Completed
9974f401-d409-4a06-ae6e-fd030c7c15f1,e5ff2e3e-09f9-4d50-869e-6772f4b8de84,2026-03-09 11:15:41.176451,324.43,Completed
b0eadd02-b430-429b-bd68-66a178d0493a,8dd4452a-76cd-40e7-a116-b206898e5529,2026-03-09 11:17:07.305532,477.06,Completed
3f16110a-6378-4a08-8940-0264c6268398,8a3343de-9607-4aea-b23f-e5ffe28d9966,2026-03-09 11:15:37.927322,297.79,Completed
46442ff4-f392-4568-aa46-374ae9b307c9,e2642480-3c7a-4b8d-bf56-7a327d811153,2026-03-09 11:12:27.205883,210.35,Abandoned
679c6431-3cd4-4895-b581-0125872697a0,730e0227-d45d-43fc-a6a1-d6c582d37456,2026-03-09 11:14:23.696181,178.49,Abandoned
a2ab72a6-7b79-46aa-8317-9ae99a6672d1,72a7181a-f542-4fae-b513-5b54234046f0,2026-03-09 11:12:34.011627,491.34,Completed
7b17cb42-7dc6-402a-afa5-d3ea22d52529,7c34bd00-c738-431b-830e-33ca46f11e86,2026-03-09 11:18:01.475502,415.72,Abandoned
415ed0ce-4140-4b71-8f2d-e561f212ed20,b2cc61b3-a56d-4e06-bcb2-01ac6fafcb55,2026-03-09 11:17:43.339876,30.0,Completed
c0cad36b-4863-4f1f-81ab-ac69a7bfd1d6,685d20d7-1a23-4944-a321-90d76b5f972e,2026-03-09 11:17:26.399590,237.16,Completed
a1fa40aa-c6fd-46b1-9829-896d20e000c1,1f107c04-741c-4c35-a8ab-f8a6fd174258,2026-03-09 11:14:17.705085,198.86,Completed
a27c8d18-d3ba-4bf3-a669-e6c57f028d00,0cb2b59c-870f-4719-aee5-d001e4cf4df5,2026-03-09 11:12:47.853060,481.34,Completed
be86bcf7-c82d-4fac-a4dd-f997cc8e19df,aee57416-fbe1-48a3-8b27-74627a868599,2026-03-09 11:17:43.083456,334.92,Abandoned
25abd578-42ed-4ea6-ae2d-22b5660660b8,fa1da9ce-1c36-445b-9496-c26c2925605e,2026-03-09 11:18:07.901800,278.01,Completed
227fcdcc-b632-4b22-a24c-fbc795137f08,c25cd3ad-dfaa-45d5-a4ca-1558286b29e9,2026-03-09 11:12:57.835243,332.12,Abandoned
83f6e556-0319-4cb5-bee2-02f8c0b1efcc,b22bfb41-d9cb-4747-bb59-931eb5a760df,2026-03-09 11:15:21.956567,417.25,Completed
f7185385-6cac-4144-ad97-e47b9d573c61,ba33646f-3847-44ec-b4b4-139f02d5c9b3,2026-03-09 11:12:51.916507,76.0,Abandoned
fc374a88-6117-426c-b199-9410f86d1344,75319fa2-0c5f-4739-aba1-1621d6867cfb,2026-03-09 11:17:00.816779,324.78,Completed
71fb4046-72ef-4009-8d10-7290a94e7e76,6adc94e4-5e95-43c7-bce7-3f23c4ccf267,2026-03-09 11:17:02.700395,41.01,Abandoned
6d59752c-f0b9-4ca6-8467-a5f372b52eae,ae5643dc-efe2-489c-8b3d-cce98eca20f4,2026-03-09 11:13:13.220927,496.13,Abandoned
436ba2fb-f314-45bb-ae98-5624f363978d,482baa85-de37-4579-9502-ccf03f4d5c3e,2026-03-09 11:15:18.101656,307.61,Abandoned
2a848a87-7902-4862-b1d1-5548b9050ed0,764c683c-80e0-4e4e-b52b-b115ebc5c80b,2026-03-09 11:15:44.929294,24.45,Completed
42d2041f-a06f-44cd-8579-fb6d5f0a9337,4223d8ee-ffe8-4674-a2b3-2da6870eb4ee,2026-03-09 11:14:02.420386,453.31,Completed
545c85c3-b71a-4cd1-bbe6-7cb07dea6992,ed190bdb-1ef8-4d3c-90a2-112a034312f1,2026-03-09 11:17:41.075895,247.58,Abandoned
d480e20e-8217-4299-bd6b-06d6458ef86c,4de63bdf-e0e7-4307-95af-9c9f5e839044,2026-03-09 11:14:59.329659,285.02,Completed
3e54db72-3ec8-49b2-bccc-f59cec01c0b1,4efc6eef-6fb7-45e1-86e8-fa0503c08525,2026-03-09 11:13:43.247354,215.5,Completed
9fc2db6b-465f-4223-a443-78baab470026,f729da84-4cb0-400c-83a1-92c8c07f3e3c,2026-03-09 11:15:41.146592,327.75,Completed
a6b35530-0f53-45f8-842e-b6d466bffe31,1e267b24-6ad3-4bb9-8c01-25169f5d150f,2026-03-09 11:16:49.775185,122.33,Completed
5f240ac1-b527-4346-933d-7b106bc006ab,17438d63-79c7-4458-9127-d5d0384da3d6,2026-03-09 11:13:39.414383,62.66,Completed
9cfdc0ac-5a19-4c74-ad23-55b72c10f2cc,1da68d63-1864-49b0-a11d-5822e4a8648c,2026-03-09 11:14:19.217865,375.07,Abandoned
c2a25e30-7cba-4571-a988-5782e5ce5a00,9cce398f-09b4-4141-9ba5-1983f1ae0847,2026-03-09 11:18:25.253768,54.03,Abandoned
62064313-fb30-40d5-937b-9ed440949e42,70c07bcb-2922-472f-9350-5a0eb59de7d0,2026-03-09 11:16:20.956101,359.89,Completed
930e784b-d6e9-4c97-b5e6-bebbc1ce3ea0,f7976946-bdcc-4d69-bb5c-2396308e3af2,2026-03-09 11:15:04.716030,164.43,Completed
66ca4098-0fc5-4d5d-9926-52a5c0937d29,acfc3dcc-d3c1-49dc-8e6c-151f19a811ed,2026-03-09 11:15:33.327303,397.4,Completed
daa7a4f8-f1a1-4def-8250-f8cdbc6947a7,fc681fa3-3ff2-44be-8c4c-6f65e64fd7e2,2026-03-09 11:13:10.561511,230.16,Completed
1b2e7c3c-a712-408a-ad9f-eeb836d02ebe,4356061e-ef69-4006-8a54-0f27ed517361,2026-03-09 11:13:47.891041,461.77,Completed
62a2fd95-9fec-4771-85be-c0dca8cfda52,c75895ce-abe6-4be5-a216-cf3a1473d16a,2026-03-09 11:14:28.710802,195.08,Abandoned
c60ed8fb-af9d-4d4d-af26-cc07451e4e15,bbc0f96c-c220-412f-b74c-fb0f4cc5a79e,2026-03-09 11:15:58.791139,286.43,Completed
4c3a2d2b-96eb-411f-9037-f0c8cb2ca718,fbb9bb4c-1137-4bce-afc6-95a61693430f,2026-03-09 11:13:49.841304,130.05,Completed
03323276-8d5f-494c-82b0-34514e8e6571,83857ce1-1ea7-4ce9-9d7d-26e7d9e04954,2026-03-09 11:13:46.278258,328.72,Completed
7ec2b034-1a87-4001-8fd5-a094135841b7,47c6e3e6-a44b-4f8a-8191-d8de4dc08908,2026-03-09 11:12:52.557511,29.89,Abandoned
2f077ddf-b1e9-495d-95f6-cc15753fe1b5,a26c169c-0e54-4bc1-88ec-debb0fd8c0c9,2026-03-09 11:16:14.197065,71.2,Completed
4da34f4a-fa63-41c9-93c8-172771169823,e82328b6-3941-4e50-a41e-43cfb64e4aaf,2026-03-09 11:13:49.419042,293.99,Completed
f216f8be-38d3-47ca-aaf4-dd78f7e5c5d9,4743b8f0-4d60-4b84-9cac-686e3def25b1,2026-03-09 11:17:52.951205,323.34,Abandoned
a3c5299c-ffe7-4c2e-93f4-89d99026411f,13cf3627-a584-47e2-ac86-0fe5071338c2,2026-03-09 11:17:36.468744,89.46,Completed
dbcd623e-b28f-49ca-8101-ea1b0bda399b,5898f0f5-30ba-486c-a416-e48a737ab2fc,2026-03-09 11:12:52.508646,27.55,Completed
2456745e-a88e-48ad-821e-0e3b77cbbb62,562c4d76-c541-4f5a-83c6-c429bf834efc,2026-03-09 11:13:52.681668,224.43,Completed
45eb354f-e004-4908-9cba-d0e52056fb9c,2f5fcb5d-0ac0-4c27-bfac-6463bbe0411a,2026-03-09 11:16:27.832000,461.25,Abandoned
6985b0b4-46e0-42fc-9b8e-dd21066c928d,a659ba3a-e4dd-400a-8179-c409020e9310,2026-03-09 11:13:44.125251,381.74,Abandoned
3a91bbf7-f0d3-4260-96aa-4060847e7f00,f125c713-dc2b-4aed-8ea4-74f59e4e291e,2026-03-09 11:13:14.632266,64.12,Completed
00b9a670-64d5-430e-9c55-ca1a85a27f12,0bd856de-88f5-4ddf-9163-a0b21c5a6d34,2026-03-09 11:18:03.785127,444.6,Completed
b10cdbae-9169-41cd-8edf-bd8b10337776,38e0511b-2e59-45e7-a552-f87861de66d2,2026-03-09 11:15:52.575514,83.73,Completed
0521bbcc-6921-4ab5-b005-78a17aad2b90,0ba69133-bb30-4f55-bef8-5e6a04a9c83e,2026-03-09 11:15:17.161569,308.06,Completed
c57120b3-22ae-4c7b-a618-3c0549501c0f,9ff74833-5772-4c44-b7ba-5fcd4f60b100,2026-03-09 11:17:09.462993,30.62,Abandoned
b435d970-8f0d-4561-9ec6-7cfac79edd7e,5ff20790-6a16-42f6-8ab7-81fcef1da572,2026-03-09 11:17:17.698919,60.81,Completed
50400a2e-b9ed-46e6-ad93-17ab3909316c,463db386-161e-478f-af6f-edd1fcba6b94,2026-03-09 11:13:35.547569,90.84,Abandoned
cd0d476e-0b25-4d6f-9c8e-368f55d56b45,07d3c3d2-5060-4b3c-8cb6-c07c077af252,2026-03-09 11:13:01.895093,91.99,Completed
